Bioinformatics Analysis of Hsp20 Sequences in Proteobacteria.
('Bioinformatics', 'Bioinformatic', 'NNS', 'B-NP', 'O')
('protein', 'protein', 'NN', 'B-NP', 'O')
('disaggregation', 'disaggregation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('refolding', 'refolding', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('part', 'part', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cell’s', 'cell’', 'NNS', 'I-NP', 'O')
('danger', 'danger', 'VBP', 'B-VP', 'O')
('signaling', 'signaling', 'NN', 'B-NP', 'O')
('cascade.', 'cascade.', 'NN', 'I-NP', 'O')
Heat shock protein, Hsp20 is a small molecular chaperone that is approximately 20kDa in weight and is hypothesized to prevent aggregation and denaturation.
('Heat', 'Heat', 'NN', 'B-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('protein,', 'protein,', 'NN', 'I-NP', 'O')
('Hsp20', 'Hsp20', 'NN', 'I-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('molecular', 'molecular', 'JJ', 'I-NP', 'O')
('chaperone', 'chaperone', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('approximately', 'approximately', 'RB', 'B-ADJP', 'O')
('20kDa', '20kDa', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('weight', 'weight', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('hypothesized', 'hypothesize', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('prevent', 'prevent', 'VB', 'I-VP', 'O')
('aggregation', 'aggregation', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('denaturation.', 'denaturation.', 'NN', 'I-NP', 'O')
Hsp20 can be found in several strains of Proteobacteria, which comprises the largest phyla of the Bacteria domain and also contains several medically significant bacterial strains.
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('strains', 'strain', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria,', 'Proteobacteria,', 'NN', 'B-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('comprises', 'comprise', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('largest', 'large', 'JJS', 'I-NP', 'O')
('phyla', 'phyla', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Bacteria', 'Bacteria', 'NNP', 'I-NP', 'B-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('and', 'and', 'CC', 'O', 'O')
('also', 'also', 'RB', 'B-VP', 'O')
('contains', 'contain', 'VBZ', 'I-VP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('medically', 'medically', 'RB', 'I-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('bacterial', 'bacterial', 'JJ', 'I-NP', 'O')
('strains.', 'strains.', 'NNS', 'I-NP', 'O')
Genomic analyses were performed to determine a common evolutionary pattern among Hsp20 sequences in Proteobacteria.
('Genomic', 'Genomic', 'JJ', 'B-NP', 'O')
('analyses', 'analysis', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('performed', 'perform', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('determine', 'determine', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
It was found that Hsp20 shared a common ancestor within and among the five subclasses of Proteobacteria.
('It', 'It', 'PRP', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('shared', 'share', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('common', 'common', 'JJ', 'I-NP', 'O')
('ancestor', 'ancestor', 'NN', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('among', 'among', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('five', 'five', 'CD', 'I-NP', 'O')
('subclasses', 'subclass', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Proteobacteria.', 'Proteobacteria.', 'NNP', 'B-NP', 'O')
This is readily apparent from the amount of sequence similarities within and between Hsp20 protein sequences as well as phylogenetic analysis of sequences from proteobacterial and nonproteobacterial species.
('This', 'This', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('readily', 'readily', 'RB', 'B-ADJP', 'O')
('apparent', 'apparent', 'JJ', 'I-ADJP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('amount', 'amount', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('sequence', 'sequence', 'NN', 'B-NP', 'O')
('similarities', 'similarity', 'NNS', 'I-NP', 'O')
('within', 'within', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('between', 'between', 'IN', 'I-PP', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('phylogenetic', 'phylogenetic', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('sequences', 'sequence', 'NNS', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('proteobacterial', 'proteobacterial', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('nonproteobacterial', 'nonproteobacterial', 'JJ', 'I-NP', 'O')
('species.', 'species.', 'NNS', 'I-NP', 'O')
Heat shock proteins are part of a cellular defensive system that is of extreme importance and can be found in nearly all living organisms.
('Heat', 'Heat', 'NN', 'B-NP', 'B-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('part', 'part', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cellular', 'cellular', 'JJ', 'I-NP', 'O')
('defensive', 'defensive', 'JJ', 'I-NP', 'O')
('system', 'system', 'NN', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('extreme', 'extreme', 'JJ', 'B-NP', 'O')
('importance', 'importance', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('nearly', 'nearly', 'RB', 'B-NP', 'O')
('all', 'all', 'DT', 'I-NP', 'O')
('living', 'live', 'VBG', 'I-NP', 'O')
('organisms.', 'organisms.', 'NN', 'I-NP', 'O')
In 1974 the first heat shock protein was reported for Drosophila melanogaster, the universality of these proteins became a realization soon afterward when they were discovered in organisms ranging from humans to bacteria (Schleisinger, 1990).
('In', 'In', 'IN', 'B-PP', 'O')
('1974', '1974', 'CD', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'B-protein')
('heat', 'heat', 'NN', 'I-NP', 'I-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('Drosophila', 'Drosophila', 'NNP', 'B-NP', 'O')
('melanogaster,', 'melanogaster,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('universality', 'universality', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('became', 'become', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('realization', 'realization', 'NN', 'I-NP', 'O')
('soon', 'soon', 'RB', 'B-ADVP', 'O')
('afterward', 'afterward', 'RB', 'I-ADVP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('discovered', 'discover', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('organisms', 'organism', 'NNS', 'B-NP', 'O')
('ranging', 'range', 'VBG', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('humans', 'human', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('(Schleisinger,', '(Schleisinger,', 'IN', 'B-PP', 'O')
('1990).', '1990).', 'CD', 'B-NP', 'O')
The role of heat shock proteins is to protect native proteins from misfolding and aggregating under heat induced or osmotic stress (Oganesyan et al., 2007).
('The', 'The', 'DT', 'B-NP', 'O')
('role', 'role', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'B-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('protect', 'protect', 'VB', 'I-VP', 'O')
('native', 'native', 'JJ', 'B-NP', 'B-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('from', 'from', 'IN', 'B-PP', 'O')
('misfolding', 'misfolde', 'VBG', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('aggregating', 'aggregate', 'VBG', 'I-VP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'O')
('induced', 'induce', 'VBN', 'B-VP', 'O')
('or', 'or', 'CC', 'B-NP', 'O')
('osmotic', 'osmotic', 'JJ', 'I-NP', 'O')
('stress', 'stress', 'NN', 'I-NP', 'O')
('(Oganesyan', '(Oganesyan', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
They comprise a group of several proteins in which transcription is increased when cells are exposed to heat induced or osmotic stress by heat shock factor as part of the heat shock response (Schleisinger, 1990; Suzuki et al, 1998; Trotter et al., 2002; Davies et al., 2006; Oganesyan et al., 2007).
('They', 'They', 'PRP', 'B-NP', 'O')
('comprise', 'comprise', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('group', 'group', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('transcription', 'transcription', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('increased', 'increase', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('cells', 'cell', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('exposed', 'expose', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'O')
('induced', 'induced', 'JJ', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('osmotic', 'osmotic', 'JJ', 'I-NP', 'O')
('stress', 'stress', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'B-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('factor', 'factor', 'NN', 'I-NP', 'I-protein')
('as', 'as', 'IN', 'B-PP', 'O')
('part', 'part', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('heat', 'heat', 'NN', 'I-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('(Schleisinger,', '(Schleisinger,', 'NNP', 'B-NP', 'O')
('1990;', '1990;', 'CD', 'I-NP', 'O')
('Suzuki', 'Suzuki', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al,', 'al,', 'NNP', 'I-NP', 'O')
('1998;', '1998;', ':', 'O', 'O')
('Trotter', 'Trotter', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2002;', '2002;', ':', 'O', 'O')
('Davies', 'Davies', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2006;', '2006;', ':', 'O', 'O')
('Oganesyan', 'Oganesyan', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
The heat shock response prompts the cell danger signaling cascade, in which heat shock proteins refold and deaggregate proteins that have become damaged in the cell (Davies et al., 2006).
('The', 'The', 'DT', 'B-NP', 'O')
('heat', 'heat', 'NN', 'I-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('prompts', 'prompt', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('danger', 'danger', 'NN', 'I-NP', 'O')
('signaling', 'signaling', 'NN', 'I-NP', 'O')
('cascade,', 'cascade,', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('heat', 'heat', 'NN', 'B-NP', 'B-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('refold', 'refold', 'RB', 'B-ADVP', 'O')
('and', 'and', 'CC', 'O', 'O')
('deaggregate', 'deaggregate', 'VB', 'B-VP', 'O')
('proteins', 'protein', 'NNS', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('become', 'become', 'VBN', 'I-VP', 'O')
('damaged', 'damage', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('(Davies', '(Davy', 'NNS', 'I-NP', 'O')
('et', 'et', 'VBP', 'B-VP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
In addition, heat shock proteins are found as both intracellular and extracellular proteins that participate in the immune response (Davies et al., 2006).
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'NN', 'B-NP', 'O')
('heat', 'heat', 'NN', 'I-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('both', 'both', 'CC', 'B-NP', 'O')
('intracellular', 'intracellular', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('extracellular', 'extracellular', 'JJ', 'I-NP', 'B-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('participate', 'participate', 'VBP', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('immune', 'immune', 'JJ', 'I-NP', 'O')
('response', 'response', 'NN', 'I-NP', 'O')
('(Davies', '(Davy', 'NNS', 'I-NP', 'O')
('et', 'et', 'VBP', 'B-VP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2006).', '2006).', 'CD', 'B-NP', 'O')
Heat shock proteins are also expressed under normal conditions as molecular chaperones, to assist in protein folding and maintenance of protein integrity (Davies et al., 2006; Oganesyan et al., 2007).
('Heat', 'Heat', 'NN', 'B-NP', 'B-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('are', 'be', 'VBP', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('expressed', 'express', 'VBN', 'I-VP', 'O')
('under', 'under', 'IN', 'B-PP', 'O')
('normal', 'normal', 'JJ', 'B-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('molecular', 'molecular', 'JJ', 'B-NP', 'O')
('chaperones,', 'chaperones,', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('assist', 'assist', 'VB', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('protein', 'protein', 'NN', 'B-NP', 'O')
('folding', 'folding', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('maintenance', 'maintenance', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('protein', 'protein', 'NN', 'B-NP', 'O')
('integrity', 'integrity', 'NN', 'I-NP', 'O')
('(Davies', '(Davy', 'NNS', 'I-NP', 'O')
('et', 'et', 'FW', 'B-ADVP', 'O')
('al.,', 'al.,', 'FW', 'I-ADVP', 'O')
('2006;', '2006;', ':', 'O', 'O')
('Oganesyan', 'Oganesyan', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
Heat shock protein Hsp20, is a family of small heat shock proteins that are approximately 20kDa in weight and identified by a conserved C terminal domain of about 100 residues (Kim et al., 1998).
('Heat', 'Heat', 'NN', 'B-NP', 'O')
('shock', 'shock', 'NN', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('Hsp20,', 'Hsp20,', 'NN', 'I-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('family', 'family', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('small', 'small', 'JJ', 'B-NP', 'B-protein')
('heat', 'heat', 'NN', 'I-NP', 'I-protein')
('shock', 'shock', 'NN', 'I-NP', 'I-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('approximately', 'approximately', 'RB', 'B-ADJP', 'O')
('20kDa', '20kDa', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('weight', 'weight', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('identified', 'identify', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('conserved', 'conserve', 'VBN', 'I-NP', 'O')
('C', 'C', 'NN', 'I-NP', 'B-protein')
('terminal', 'terminal', 'JJ', 'I-NP', 'I-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('about', 'about', 'IN', 'B-NP', 'O')
('100', '100', 'CD', 'I-NP', 'B-protein')
('residues', 'residue', 'NNS', 'I-NP', 'I-protein')
('(Kim', '(Kim', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1998).', '1998).', 'CD', 'B-NP', 'O')
It is hypothesized that Hsp20 proteins form large heterooligomeric aggregates that protect other proteins against aggregation and denaturation (Mulder et al., 2007).
('It', 'It', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('hypothesized', 'hypothesize', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('proteins', 'protein', 'NNS', 'I-NP', 'I-protein')
('form', 'form', 'VBP', 'B-VP', 'O')
('large', 'large', 'JJ', 'B-NP', 'O')
('heterooligomeric', 'heterooligomeric', 'JJ', 'I-NP', 'O')
('aggregates', 'aggregate', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('protect', 'protect', 'VBP', 'B-VP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('aggregation', 'aggregation', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('denaturation', 'denaturation', 'NN', 'I-NP', 'O')
('(Mulder', '(Mulder', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
Hsp20 was first discovered in human skeletal muscle and has been found to be expressed in cardiac muscle, stomach, intestine and bladder (Rembold et al., 2000; Meeks et al., 2005; Mulder et al., 2007).
('Hsp20', 'Hsp20', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('first', 'first', 'RB', 'I-VP', 'O')
('discovered', 'discover', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('skeletal', 'skeletal', 'JJ', 'I-NP', 'O')
('muscle', 'muscle', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('expressed', 'express', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cardiac', 'cardiac', 'JJ', 'B-NP', 'O')
('muscle,', 'muscle,', 'NN', 'I-NP', 'O')
('stomach,', 'stomach,', 'NN', 'I-NP', 'O')
('intestine', 'intestine', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('bladder', 'bladder', 'NN', 'B-NP', 'O')
('(Rembold', '(Rembold', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2000;', '2000;', ':', 'O', 'O')
('Meeks', 'Meeks', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('2005;', '2005;', ':', 'O', 'O')
('Mulder', 'Mulder', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
