A Comparative Analysis of Monofunctional Biosynthetic Peptidoglycan Transglycosylase (MBPT) from Pathogenic and Non-pathogenic Bacteria.
('A', 'A', 'DT', 'B-NP', 'O')
('resembles', 'resemble', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('C', 'C', 'NN', 'I-NP', 'B-protein')
('terminal', 'terminal', 'JJ', 'I-NP', 'I-protein')
('end', 'end', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('PBP', 'PBP', 'NN', 'B-NP', 'B-protein')
('as', 'as', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('too', 'too', 'RB', 'B-ADVP', 'O')
('contains', 'contain', 'VBZ', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('utilizes', 'utilize', 'VBZ', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('similar', 'similar', 'JJ', 'I-NP', 'O')
('PGT', 'PGT', 'NN', 'I-NP', 'O')
('domain.', 'domain.', 'NN', 'I-NP', 'O')
In this article we analyzed the infectious and non infectious protein sequences of MBPT from 31 different strains of bacteria using a variety of bioinformatic tools.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('article', 'article', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('analyzed', 'analyze', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non', 'non', 'JJ', 'I-NP', 'O')
('infectious', 'infectious', 'JJ', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('from', 'from', 'IN', 'B-PP', 'O')
('31', '31', 'CD', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('strains', 'strain', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bacteria', 'bacteria', 'NNS', 'B-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('bioinformatic', 'bioinformatic', 'JJ', 'B-NP', 'O')
('tools.', 'tools.', 'NNS', 'I-NP', 'O')
Motif analysis, dot-plot comparison, and phylogenetic analysis identified a number of significant differences between infectious and non-infectious protein sequences.
('Motif', 'Motif', 'NN', 'B-NP', 'O')
('analysis,', 'analysis,', 'NN', 'I-NP', 'O')
('dot-plot', 'dot-plot', 'NN', 'I-NP', 'O')
('comparison,', 'comparison,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('phylogenetic', 'phylogenetic', 'JJ', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('significant', 'significant', 'JJ', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('non-infectious', 'non-infectious', 'JJ', 'I-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('sequences.', 'sequences.', 'NN', 'I-NP', 'O')
In this paper we have made an attempt to explain, analyze and discuss these differences from an evolutionary perspective.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('paper', 'paper', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('made', 'make', 'VBN', 'I-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('attempt', 'attempt', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('explain,', 'explain,', 'VB', 'I-VP', 'O')
('analyze', 'analyze', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('discuss', 'discuss', 'VB', 'B-VP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('evolutionary', 'evolutionary', 'JJ', 'I-NP', 'O')
('perspective.', 'perspective.', 'NN', 'I-NP', 'O')
The results of our sequence analysis may open the door for utilizing MBPT as a new target to fight a variety of infectious bacteria.
('The', 'The', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('sequence', 'sequence', 'NN', 'I-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('open', 'open', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('door', 'door', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('utilizing', 'utilize', 'VBG', 'B-VP', 'O')
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('fight', 'fight', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('infectious', 'infectious', 'JJ', 'B-NP', 'O')
('bacteria.', 'bacteria.', 'NNS', 'I-NP', 'O')
Monofunctional biosynthetic peptidoglycan transglycosylase is a member of Glycosyltransferase Family 51 and present in over 3000 bacterial species as well as three eukaryotic species: moss, green algae, and ameboid (Sauvage et al., 2008).
('Monofunctional', 'Monofunctional', 'JJ', 'B-NP', 'B-protein')
('biosynthetic', 'biosynthetic', 'JJ', 'I-NP', 'I-protein')
('peptidoglycan', 'peptidoglycan', 'NN', 'I-NP', 'I-protein')
('transglycosylase', 'transglycosylase', 'NN', 'I-NP', 'I-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('member', 'member', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Glycosyltransferase', 'Glycosyltransferase', 'NN', 'B-NP', 'B-protein')
('Family', 'Family', 'RB', 'B-NP', 'O')
('51', '51', 'CD', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('over', 'over', 'IN', 'B-NP', 'O')
('3000', '3000', 'CD', 'I-NP', 'O')
('bacterial', 'bacterial', 'JJ', 'I-NP', 'O')
('species', 'specie', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('eukaryotic', 'eukaryotic', 'JJ', 'I-NP', 'O')
('species:', 'species:', 'NN', 'I-NP', 'O')
('moss,', 'moss,', 'NN', 'I-NP', 'O')
('green', 'green', 'JJ', 'I-NP', 'O')
('algae,', 'algae,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('ameboid', 'ameboid', 'JJ', 'B-NP', 'O')
('(Sauvage', '(Sauvage', 'NN', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
As its name suggests, the protein is involved in the process of peptidoglycan synthesis by catalyzing the formation of glycan chains (Yuan et al., 2007).
('As', 'As', 'IN', 'B-SBAR', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('name', 'name', 'NN', 'I-NP', 'O')
('suggests,', 'suggests,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('involved', 'involve', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('process', 'process', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('peptidoglycan', 'peptidoglycan', 'NN', 'B-NP', 'O')
('synthesis', 'synthesis', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('catalyzing', 'catalyze', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('formation', 'formation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('glycan', 'glycan', 'NN', 'B-NP', 'B-protein')
('chains', 'chain', 'NNS', 'I-NP', 'I-protein')
('(Yuan', '(Yuan', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
The Glycosyltransferase, GT, family can be divided into two categories: monofunctional GT and bifunctional GT which has a glycosyltransferase domain as well as transpeptidase domain (Terrak et al., 2008).
('The', 'The', 'DT', 'B-NP', 'O')
('Glycosyltransferase,', 'Glycosyltransferase,', 'NNP', 'I-NP', 'B-protein')
('GT,', 'GT,', 'NNP', 'I-NP', 'I-protein')
('family', 'family', 'NN', 'I-NP', 'I-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('divided', 'divide', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('categories:', 'categories:', 'NN', 'I-NP', 'O')
('monofunctional', 'monofunctional', 'JJ', 'I-NP', 'O')
('GT', 'GT', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('bifunctional', 'bifunctional', 'JJ', 'B-NP', 'O')
('GT', 'GT', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('glycosyltransferase', 'glycosyltransferase', 'NN', 'I-NP', 'B-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'B-NP', 'B-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('(Terrak', '(Terrak', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
The bifunctional GT class has been thoroughly studied as a target of antibiotics as penicillin is known to bind to the transpeptidase domain of the bifunctional GT or the penicillinbinding protein (Berardino, 1996; Barrett, 2007).
('The', 'The', 'DT', 'B-NP', 'O')
('bifunctional', 'bifunctional', 'JJ', 'I-NP', 'O')
('GT', 'GT', 'NN', 'I-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('thoroughly', 'thoroughly', 'RB', 'I-VP', 'O')
('studied', 'study', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('antibiotics', 'antibiotic', 'NNS', 'B-NP', 'O')
('as', 'as', 'IN', 'B-SBAR', 'O')
('penicillin', 'penicillin', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('known', 'know', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('bind', 'bind', 'VB', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'B-protein')
('domain', 'domain', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bifunctional', 'bifunctional', 'JJ', 'I-NP', 'O')
('GT', 'GT', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('penicillinbinding', 'penicillinbinding', 'NN', 'I-NP', 'B-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('(Berardino,', '(Berardino,', 'NNP', 'B-NP', 'O')
('1996;', '1996;', 'CD', 'I-NP', 'O')
('Barrett,', 'Barrett,', 'NNP', 'I-NP', 'O')
('2007).', '2007).', 'CD', 'I-NP', 'O')
Monofunctional biosynthetic peptidoglycan transglycosylase polymerizes disaccharide units to form glycan chains, which are crosslinked by transpeptidase to build the peptidoglycan walls of the bacterial cell (Berardino et al., 1996; Terrak et al., 2008).
('Monofunctional', 'Monofunctional', 'JJ', 'B-NP', 'B-protein')
('biosynthetic', 'biosynthetic', 'JJ', 'I-NP', 'I-protein')
('peptidoglycan', 'peptidoglycan', 'NN', 'I-NP', 'I-protein')
('transglycosylase', 'transglycosylase', 'NN', 'I-NP', 'I-protein')
('polymerizes', 'polymerize', 'VBZ', 'B-VP', 'O')
('disaccharide', 'disaccharide', 'NN', 'B-NP', 'O')
('units', 'unit', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('form', 'form', 'VB', 'I-VP', 'O')
('glycan', 'glycan', 'NN', 'B-NP', 'B-protein')
('chains,', 'chains,', 'NN', 'I-NP', 'I-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('crosslinked', 'crosslinke', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'B-NP', 'B-protein')
('to', 'to', 'TO', 'B-VP', 'O')
('build', 'build', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('peptidoglycan', 'peptidoglycan', 'NN', 'I-NP', 'O')
('walls', 'wall', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('bacterial', 'bacterial', 'JJ', 'I-NP', 'O')
('cell', 'cell', 'NN', 'I-NP', 'O')
('(Berardino', '(Berardino', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1996;', '1996;', ':', 'O', 'O')
('Terrak', 'Terrak', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
MBPT catalyzes the formation of peptidoglycan subunits which consist of two monosaccharides: Nacetylglucosamine (NAG or GlcNAc) and Nacetylmuramic acid (NAM or MurNAc), that are connected by a β (1,4) glycosydic bond (Terrak et al., 2008) (Fig.
('MBPT', 'MBPT', 'NN', 'B-NP', 'B-protein')
('catalyzes', 'catalyze', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('formation', 'formation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('peptidoglycan', 'peptidoglycan', 'NN', 'B-NP', 'B-protein')
('subunits', 'subunit', 'NNS', 'I-NP', 'I-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('consist', 'consist', 'VBP', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('monosaccharides:', 'monosaccharides:', 'NN', 'I-NP', 'O')
('Nacetylglucosamine', 'Nacetylglucosamine', 'NN', 'I-NP', 'O')
('(NAG', '(NAG', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('GlcNAc)', 'GlcNAc)', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Nacetylmuramic', 'Nacetylmuramic', 'JJ', 'B-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('(NAM', '(NAM', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('MurNAc),', 'MurNAc),', 'NNP', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('connected', 'connect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('β', 'β', 'NN', 'I-NP', 'B-protein')
('(1,4)', '(1,4)', 'LS', 'B-NP', 'O')
('glycosydic', 'glycosydic', 'JJ', 'I-NP', 'B-protein')
('bond', 'bond', 'NN', 'I-NP', 'I-protein')
('(Terrak', '(Terrak', 'NNP', 'I-NP', 'I-protein')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', ',', 'O', 'O')
('2008)', '2008)', 'CD', 'O', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
1).
('1).', '1).', 'LS', 'B-LST', 'O')
The NAM monosaccharide has two different peptide moieties which are crosslinked by the transpeptidase enzyme on the C terminal end of the PBP enzyme or by a monofunctional transpeptidase protein such as DDtranspeptidase, DDcarboxypeptidase, and DDendopeptidase (Ghuysen et al., 1998; Yuan et al., 2007).
('The', 'The', 'DT', 'B-NP', 'O')
('NAM', 'NAM', 'NN', 'I-NP', 'O')
('monosaccharide', 'monosaccharide', 'NN', 'I-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('different', 'different', 'JJ', 'I-NP', 'O')
('peptide', 'peptide', 'NN', 'I-NP', 'B-protein')
('moieties', 'moiety', 'NNS', 'I-NP', 'I-protein')
('which', 'which', 'WDT', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('crosslinked', 'crosslinke', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'B-protein')
('enzyme', 'enzyme', 'NN', 'I-NP', 'I-protein')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('C', 'C', 'NN', 'I-NP', 'B-protein')
('terminal', 'terminal', 'JJ', 'I-NP', 'I-protein')
('end', 'end', 'NN', 'I-NP', 'I-protein')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('PBP', 'PBP', 'NN', 'I-NP', 'B-protein')
('enzyme', 'enzyme', 'NN', 'I-NP', 'I-protein')
('or', 'or', 'CC', 'B-PP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('monofunctional', 'monofunctional', 'JJ', 'I-NP', 'B-protein')
('transpeptidase', 'transpeptidase', 'NN', 'I-NP', 'I-protein')
('protein', 'protein', 'NN', 'I-NP', 'I-protein')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('DDtranspeptidase,', 'DDtranspeptidase,', 'NNP', 'B-NP', 'O')
('DDcarboxypeptidase,', 'DDcarboxypeptidase,', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('DDendopeptidase', 'DDendopeptidase', 'NNP', 'B-NP', 'O')
('(Ghuysen', '(Ghuysen', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1998;', '1998;', ':', 'O', 'O')
('Yuan', 'Yuan', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2007).', '2007).', 'CD', 'B-NP', 'O')
The NAM peptide chain containing Dalanine, Dglutamic acid, and mesodiaminopimelic acid is present in the thinner cell walled, gram negative bacteria such as Hemophilus influenza.
('The', 'The', 'DT', 'B-NP', 'O')
('NAM', 'NAM', 'NN', 'I-NP', 'B-protein')
('peptide', 'peptide', 'NN', 'I-NP', 'I-protein')
('chain', 'chain', 'NN', 'I-NP', 'I-protein')
('containing', 'contain', 'VBG', 'B-VP', 'O')
('Dalanine,', 'Dalanine,', 'NNP', 'B-NP', 'O')
('Dglutamic', 'Dglutamic', 'NNP', 'I-NP', 'O')
('acid,', 'acid,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('mesodiaminopimelic', 'mesodiaminopimelic', 'JJ', 'B-NP', 'O')
('acid', 'acid', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('present', 'present', 'JJ', 'B-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
