ManBIF: a Program for Mining and Managing Biobank Impact Factor Data.
('ManBIF:', 'ManBIF:', ':', 'O', 'O')
We have developed a program, ManBIF, to investigate the citation information from PDF files in the literature.
('We', 'We', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('developed', 'develop', 'VBN', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('program,', 'program,', 'NN', 'I-NP', 'O')
('ManBIF,', 'ManBIF,', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('investigate', 'investigate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('citation', 'citation', 'NN', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('literature.', 'literature.', 'NN', 'I-NP', 'O')
The program manages a dictionary for expressions to represent biobanks and their resources, mines the citation information by converting PDF files to text files and searching with a dictionary, and produces a statistical report file.
('The', 'The', 'DT', 'B-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('manages', 'manage', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('dictionary', 'dictionary', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('expressions', 'expression', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('represent', 'represent', 'VB', 'I-VP', 'O')
('biobanks', 'biobank', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('resources,', 'resources,', 'NN', 'I-NP', 'O')
('mines', 'mine', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('citation', 'citation', 'NN', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('converting', 'convert', 'VBG', 'B-VP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('text', 'text', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('searching', 'search', 'VBG', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('dictionary,', 'dictionary,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('produces', 'produce', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('statistical', 'statistical', 'JJ', 'I-NP', 'O')
('report', 'report', 'NN', 'I-NP', 'O')
('file.', 'file.', 'NN', 'I-NP', 'O')
It can be used as an important tool by biobanks.
('It', 'It', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('important', 'important', 'JJ', 'I-NP', 'O')
('tool', 'tool', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('biobanks.', 'biobanks.', 'NN', 'B-NP', 'O')
Biobanks, as repository organizations, are getting more and more important, not only nationwide but also worldwide.
('Biobanks,', 'Biobanks,', 'NN', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('repository', 'repository', 'JJ', 'B-NP', 'O')
('organizations,', 'organizations,', 'NN', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('getting', 'get', 'VBG', 'I-VP', 'O')
('more', 'more', 'JJR', 'B-ADJP', 'O')
('and', 'and', 'CC', 'O', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('important,', 'important,', 'JJ', 'I-ADJP', 'O')
('not', 'not', 'RB', 'B-CONJP', 'O')
('only', 'only', 'RB', 'I-CONJP', 'O')
('nationwide', 'nationwide', 'JJ', 'B-ADJP', 'O')
('but', 'but', 'CC', 'I-ADJP', 'O')
('also', 'also', 'RB', 'I-ADJP', 'O')
('worldwide.', 'worldwide.', 'RB', 'B-ADVP', 'O')
As their roles and functions are being expanded to effectively maintain and distribute biological resources, international cooperation and competition is getting very active.
('As', 'As', 'IN', 'B-SBAR', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('roles', 'role', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('functions', 'function', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('being', 'be', 'VBG', 'I-VP', 'O')
('expanded', 'expand', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('effectively', 'effectively', 'RB', 'I-VP', 'O')
('maintain', 'maintain', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('distribute', 'distribute', 'VB', 'I-VP', 'O')
('biological', 'biological', 'JJ', 'B-NP', 'O')
('resources,', 'resources,', 'JJ', 'I-NP', 'O')
('international', 'international', 'JJ', 'I-NP', 'O')
('cooperation', 'cooperation', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('competition', 'competition', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('getting', 'get', 'VBG', 'I-VP', 'O')
('very', 'very', 'RB', 'B-ADVP', 'O')
('active.', 'active.', 'RB', 'I-ADVP', 'O')
BIF (Biobank Impact Factor), a comparative index of citation information of biobanks in scientific papers, is used as a major criterion of biobank activity (Zika, 2010).
('BIF', 'BIF', 'NNP', 'B-NP', 'O')
('(Biobank', '(Biobank', 'NNP', 'I-NP', 'O')
('Impact', 'Impact', 'NNP', 'I-NP', 'O')
('Factor),', 'Factor),', 'NNP', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('comparative', 'comparative', 'JJ', 'I-NP', 'O')
('index', 'index', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('citation', 'citation', 'NN', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('biobanks', 'biobank', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('scientific', 'scientific', 'JJ', 'B-NP', 'O')
('papers,', 'papers,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('major', 'major', 'JJ', 'I-NP', 'O')
('criterion', 'criterion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('biobank', 'biobank', 'NN', 'B-NP', 'O')
('activity', 'activity', 'NN', 'I-NP', 'O')
('(Zika,', '(Zika,', 'IN', 'B-PP', 'O')
('2010).', '2010).', 'CD', 'B-NP', 'O')
As a biobank can be represented with several names, including abbreviations and a full name, a dedicated program is required to search for multiple biobanks against multiple literature files.
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('biobank', 'biobank', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('represented', 'represent', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('several', 'several', 'JJ', 'B-NP', 'O')
('names,', 'names,', 'NN', 'I-NP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('abbreviations', 'abbreviation', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('full', 'full', 'JJ', 'I-NP', 'O')
('name,', 'name,', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('dedicated', 'dedicate', 'VBN', 'I-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('required', 'require', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('search', 'search', 'VB', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('biobanks', 'biobank', 'NNS', 'I-NP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('multiple', 'multiple', 'JJ', 'B-NP', 'O')
('literature', 'literature', 'NN', 'I-NP', 'O')
('files.', 'files.', 'NNS', 'I-NP', 'O')
We have developed ManBIF, a program, to search for Biobank citation information from PDF files in the literature to produce a summary report.
('We', 'We', 'PRP', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('developed', 'develop', 'VBN', 'I-VP', 'O')
('ManBIF,', 'ManBIF,', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('program,', 'program,', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('search', 'search', 'VB', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('Biobank', 'Biobank', 'NNP', 'B-NP', 'O')
('citation', 'citation', 'NN', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('literature', 'literature', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('produce', 'produce', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('summary', 'summary', 'NN', 'I-NP', 'O')
('report.', 'report.', 'NN', 'I-NP', 'O')
ManBIF is composed of three modules for text extraction, indexing, and searching (Fig.
('ManBIF', 'ManBIF', 'NN', 'B-NP', 'B-protein')
('is', 'be', 'VBZ', 'B-VP', 'O')
('composed', 'compose', 'VBN', 'I-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('three', 'three', 'CD', 'B-NP', 'O')
('modules', 'module', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('text', 'text', 'NN', 'B-NP', 'O')
('extraction,', 'extraction,', 'NN', 'I-NP', 'O')
('indexing,', 'indexing,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('searching', 'search', 'VBG', 'B-VP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
1).
('1).', '1).', 'LS', 'B-LST', 'O')
The first module converts PDF files to text files and extracts the full text for searching.
('The', 'The', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('module', 'module', 'NN', 'I-NP', 'O')
('converts', 'convert', 'VBZ', 'B-VP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('text', 'text', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('extracts', 'extract', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('full', 'full', 'JJ', 'I-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('searching.', 'searching.', 'NN', 'B-NP', 'O')
The converted files   are stored in the ManBIF database.
('The', 'The', 'DT', 'B-NP', 'O')
('converted', 'convert', 'VBN', 'I-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ManBIF', 'ManBIF', 'NN', 'I-NP', 'O')
('database.', 'database.', 'NN', 'I-NP', 'O')
The second module analyzes each full text into tokens after removing unnecessary words, and the tokens are indexed and stored in the database.
('The', 'The', 'DT', 'B-NP', 'O')
('second', 'second', 'JJ', 'I-NP', 'O')
('module', 'module', 'NN', 'I-NP', 'O')
('analyzes', 'analyze', 'VBZ', 'B-VP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('full', 'full', 'JJ', 'I-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('tokens', 'token', 'NNS', 'B-NP', 'O')
('after', 'after', 'IN', 'B-PP', 'O')
('removing', 'remove', 'VBG', 'B-VP', 'O')
('unnecessary', 'unnecessary', 'JJ', 'B-NP', 'O')
('words,', 'words,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('tokens', 'token', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('indexed', 'index', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('database.', 'database.', 'NN', 'I-NP', 'O')
The last module searches the indexed tokens for biobank expressions in the ManBIF biobank dictionary (Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('last', 'last', 'JJ', 'I-NP', 'O')
('module', 'module', 'NN', 'I-NP', 'O')
('searches', 'search', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('indexed', 'indexed', 'JJ', 'I-NP', 'O')
('tokens', 'token', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('biobank', 'biobank', 'NN', 'B-NP', 'O')
('expressions', 'expression', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('ManBIF', 'ManBIF', 'NN', 'I-NP', 'O')
('biobank', 'biobank', 'NN', 'I-NP', 'O')
('dictionary', 'dictionary', 'JJ', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'I-NP', 'O')
2), which can be edited for managing biobank name databases.
('2),', '2),', 'LS', 'B-LST', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('edited', 'edit', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('managing', 'manage', 'VBG', 'B-VP', 'O')
('biobank', 'biobank', 'NN', 'B-NP', 'O')
('name', 'name', 'NN', 'I-NP', 'O')
('databases.', 'databases.', 'NNS', 'I-NP', 'O')
The search results of all hits against all biobanks are summarized into a report.
('The', 'The', 'DT', 'B-NP', 'O')
('search', 'search', 'NN', 'I-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('hits', 'hit', 'NNS', 'I-NP', 'O')
('against', 'against', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('biobanks', 'biobank', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('summarized', 'summarize', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('report.', 'report.', 'NN', 'I-NP', 'O')
ManBIF was implemented with Java, and many libraries and tools were used.
('ManBIF', 'ManBIF', 'NN', 'B-NP', 'B-protein')
('was', 'be', 'VBD', 'B-VP', 'O')
('implemented', 'implement', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('Java,', 'Java,', 'NN', 'B-NP', 'B-protein')
('and', 'and', 'CC', 'O', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('libraries', 'library', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('tools', 'tool', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('used.', 'used.', 'VBN', 'I-VP', 'O')
iText (Lowagie and Soares, 2010) was used to treat and convert PDF files.
('iText', 'iText', 'IN', 'B-PP', 'O')
('(Lowagie', '(Lowagie', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Soares,', 'Soares,', 'NNP', 'B-NP', 'O')
('2010)', '2010)', 'CD', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('treat', 'treat', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('convert', 'convert', 'VB', 'I-VP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files.', 'files.', 'NNS', 'I-NP', 'O')
The PDF files are converted with library functions.
('The', 'The', 'DT', 'B-NP', 'O')
('PDF', 'PDF', 'NN', 'I-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('converted', 'convert', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('library', 'library', 'NN', 'B-NP', 'O')
('functions.', 'functions.', 'NNS', 'I-NP', 'O')
Lucene (Gospodnetic, 2010) was used as a text search engine to support high-performance indexing and searching.
('Lucene', 'Lucene', 'NNP', 'B-NP', 'O')
('(Gospodnetic,', '(Gospodnetic,', 'NNP', 'I-NP', 'O')
('2010)', '2010)', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('search', 'search', 'NN', 'I-NP', 'O')
('engine', 'engine', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('support', 'support', 'VB', 'I-VP', 'O')
('high-performance', 'high-performance', 'JJ', 'B-NP', 'O')
('indexing', 'indexing', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('searching.', 'searching.', 'NN', 'I-NP', 'O')
jxl (GPL, 2009) was used for generating Excel files.
('jxl', 'jxl', 'NN', 'B-NP', 'O')
('(GPL,', '(GPL,', 'NNP', 'B-NP', 'O')
('2009)', '2009)', 'CD', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('generating', 'generate', 'VBG', 'B-VP', 'O')
('Excel', 'Excel', 'NNP', 'B-NP', 'O')
('files.', 'files.', 'NNS', 'I-NP', 'O')
ManBIF can read Excel files and produce search result files in Excel format.
('ManBIF', 'ManBIF', 'NN', 'B-NP', 'B-protein')
('can', 'can', 'MD', 'B-VP', 'O')
('read', 'read', 'VB', 'I-VP', 'O')
('Excel', 'Excel', 'NNP', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('produce', 'produce', 'VBP', 'B-VP', 'O')
('search', 'search', 'NN', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Excel', 'Excel', 'NNP', 'B-NP', 'O')
('format.', 'format.', '.', 'O', 'O')
The search results are summarized as a ‘biobanks vs paper hits’ table, and more detailed results are also shown, including the detailed hit information for each biobank (Fig.
('The', 'The', 'DT', 'B-NP', 'O')
('search', 'search', 'NN', 'I-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('summarized', 'summarize', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('‘biobanks', '‘biobank', 'NNS', 'I-NP', 'O')
('vs', 'vs', 'CC', 'I-NP', 'O')
('paper', 'paper', 'NN', 'I-NP', 'O')
('hits’', 'hits’', 'NN', 'I-NP', 'O')
('table,', 'table,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('detailed', 'detailed', 'JJ', 'I-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('also', 'also', 'RB', 'I-VP', 'O')
('shown,', 'shown,', 'VB', 'I-VP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('detailed', 'detail', 'VBN', 'I-NP', 'O')
('hit', 'hit', 'NN', 'I-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('biobank', 'biobank', 'NN', 'I-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'B-NP', 'O')
3).
('3).', '3).', 'LS', 'B-LST', 'O')
ManBIF analyzes PDF files to search for diverse expressions of all biobanks with high-performance indexing and a user-friendly interface.
('ManBIF', 'ManBIF', 'NN', 'B-NP', 'B-protein')
('analyzes', 'analyze', 'VBZ', 'B-VP', 'O')
('PDF', 'PDF', 'NN', 'B-NP', 'O')
('files', 'file', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('search', 'search', 'VB', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('diverse', 'diverse', 'JJ', 'B-NP', 'O')
('expressions', 'expression', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('biobanks', 'biobank', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('high-performance', 'high-performance', 'JJ', 'B-NP', 'O')
('indexing', 'indexing', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('user-friendly', 'user-friendly', 'JJ', 'I-NP', 'O')
('interface.', 'interface.', 'NN', 'I-NP', 'O')
The program can be used practically for evaluating the activity of biobanks in a given interval.
('The', 'The', 'DT', 'B-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('practically', 'practically', 'RB', 'B-ADVP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('evaluating', 'evaluate', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('activity', 'activity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('biobanks', 'biobank', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('given', 'give', 'VBN', 'I-NP', 'O')
('interval.', 'interval.', 'NN', 'I-NP', 'O')
The program can be improved for more precise and categorical searches.
('The', 'The', 'DT', 'B-NP', 'O')
('program', 'program', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('improved', 'improve', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('precise', 'precise', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('categorical', 'categorical', 'JJ', 'I-NP', 'O')
('searches.', 'searches.', 'NNS', 'I-NP', 'O')
Searching by sections of papers, that is, ‘Abstract,’ ‘Introduction,’ ‘Methods,’ and ‘Results,’ can be more helpful to analyze precisely.
('Searching', 'Search', 'VBG', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('sections', 'section', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('papers,', 'papers,', 'NN', 'B-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('is,', 'is,', 'VBD', 'B-VP', 'O')
('‘Abstract,’', '‘Abstract,’', 'NNP', 'B-NP', 'O')
('‘Introduction,’', '‘Introduction,’', 'NNP', 'I-NP', 'O')
('‘Methods,’', '‘Methods,’', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('‘Results,’', '‘Results,’', 'NNP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('helpful', 'helpful', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('analyze', 'analyze', 'VB', 'I-VP', 'O')
('precisely.', 'precisely.', 'NN', 'B-NP', 'O')
Showing marked hit regions directly on PDF files can be more powerful in confirming and analyzing hit information.
('Showing', 'Show', 'VBG', 'B-VP', 'O')
('marked', 'marked', 'JJ', 'B-NP', 'O')
('hit', 'hit', 'NN', 'I-NP', 'O')
('regions', 'region', 'NNS', 'I-NP', 'O')
('directly', 'directly', 'RB', 'B-ADVP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
