Computational Analysis of Neighboring Genes onArabidopsis thaliana Chromosomes 4 and 5:Their Genomic Association as Functional SubunitsThe genes related to specific events or pathways in bacteria are frequently localized proximate to thegenome of their neighbors, as with the structures known as operon, but eukaryotic genes seem to be independent of their neighbors, and are dispersed randomly throughout genomes.
('Computational', 'Computational', 'JJ', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('seem', 'seem', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('independent', 'independent', 'JJ', 'B-ADJP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('neighbors,', 'neighbors,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('dispersed', 'disperse', 'VBN', 'I-VP', 'O')
('randomly', 'randomly', 'RB', 'B-ADVP', 'O')
('throughout', 'throughout', 'IN', 'B-PP', 'O')
('genomes.', 'genomes.', 'NN', 'B-NP', 'O')
Although cases are rare, the findings from structures similar to prokary­ otic operons in the nematode genome, and the clustering of housekeeping genes on human genome, lead us to assess the genomic association of genes as functional subunits.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('cases', 'case', 'NNS', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('rare,', 'rare,', 'JJ', 'B-ADJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('findings', 'finding', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('structures', 'structure', 'NNS', 'B-NP', 'O')
('similar', 'similar', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('prokary\xad', 'prokary\xad', 'VB', 'I-VP', 'O')
('otic', 'otic', 'JJ', 'B-NP', 'O')
('operons', 'operon', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nematode', 'nematode', 'NN', 'I-NP', 'O')
('genome,', 'genome,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('clustering', 'clustering', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('housekeeping', 'housekeeping', 'NN', 'B-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('on', 'on', 'IN', 'B-PP', 'O')
('human', 'human', 'JJ', 'B-NP', 'O')
('genome,', 'genome,', 'NN', 'I-NP', 'O')
('lead', 'lead', 'VBP', 'B-VP', 'O')
('us', 'us', 'PRP', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('assess', 'assess', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genomic', 'genomic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('functional', 'functional', 'JJ', 'B-NP', 'O')
('subunits.', 'subunits.', 'NNS', 'I-NP', 'O')
We evaluated the genomic association of neighboring genes on chromosomes 4 and 5 of Arabidopsis thaliana with and without respectively consideration of the scaffold/matrix- attached regions (S/MAR) loci.
('We', 'We', 'PRP', 'B-NP', 'O')
('evaluated', 'evaluate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genomic', 'genomic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('neighboring', 'neighbor', 'VBG', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('chromosomes', 'chromosome', 'NNS', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'B-NP', 'I-DNA')
('and', 'and', 'CC', 'I-NP', 'O')
('5', '5', 'CD', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Arabidopsis', 'Arabidopsis', 'NNP', 'B-NP', 'O')
('thaliana', 'thaliana', 'NNP', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'B-PP', 'O')
('without', 'without', 'IN', 'B-PP', 'O')
('respectively', 'respectively', 'RB', 'B-NP', 'O')
('consideration', 'consideration', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('scaffold/matrix-', 'scaffold/matrix-', 'NN', 'I-NP', 'O')
('attached', 'attach', 'VBN', 'I-NP', 'O')
('regions', 'region', 'NNS', 'I-NP', 'O')
('(S/MAR)', '(S/MAR)', 'NN', 'I-NP', 'O')
('loci.', 'loci.', 'NN', 'I-NP', 'O')
The observed number of functionally identical bigrams and trigrams were significantly higher than expected, and these results were verified statistically by calculating p-values for weighted random distributions.
('The', 'The', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('trigrams', 'trigram', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('significantly', 'significantly', 'RB', 'B-ADJP', 'O')
('higher', 'high', 'JJR', 'I-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('expected,', 'expected,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('verified', 'verify', 'VBN', 'I-VP', 'O')
('statistically', 'statistically', 'RB', 'B-ADVP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('calculating', 'calculate', 'VBG', 'B-VP', 'O')
('p-values', 'p-value', 'NNS', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('weighted', 'weighted', 'JJ', 'B-NP', 'O')
('random', 'random', 'JJ', 'I-NP', 'O')
('distributions.', 'distributions.', 'NN', 'I-NP', 'O')
The observed frequency of functionally identical bigrams and trigrams were much higher in chromosome 4 than in chromosome 5, but the frequencies with, and without, consideration of the S/MAR in each chromosome were similar.
('The', 'The', 'DT', 'B-NP', 'O')
('observed', 'observe', 'VBN', 'I-NP', 'O')
('frequency', 'frequency', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('identical', 'identical', 'JJ', 'I-NP', 'O')
('bigrams', 'bigram', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('trigrams', 'trigram', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('much', 'much', 'RB', 'B-ADJP', 'O')
('higher', 'high', 'JJR', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'B-DNA')
('4', '4', 'CD', 'I-NP', 'I-DNA')
('than', 'than', 'IN', 'B-PP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('chromosome', 'chromosome', 'NN', 'B-NP', 'O')
('5,', '5,', 'NN', 'I-NP', 'O')
('but', 'but', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('frequencies', 'frequency', 'NNS', 'I-NP', 'O')
('with,', 'with,', 'IN', 'B-PP', 'O')
('and', 'and', 'CC', 'I-PP', 'O')
('without,', 'without,', 'IN', 'I-PP', 'O')
('consideration', 'consideration', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('S/MAR', 'S/MAR', 'NN', 'I-NP', 'B-protein')
('in', 'in', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('chromosome', 'chromosome', 'NN', 'I-NP', 'B-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('similar.', 'similar.', 'JJ', 'B-ADJP', 'O')
In this study, a genomic association among functionally related neighboring genes in Arabidopsis thaliana was suggested.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('genomic', 'genomic', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('among', 'among', 'IN', 'B-PP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('related', 'related', 'JJ', 'I-NP', 'O')
('neighboring', 'neighbor', 'VBG', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Arabidopsis', 'Arabidopsis', 'NNP', 'B-NP', 'O')
('thaliana', 'thaliana', 'NNP', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('suggested.', 'suggested.', 'VBN', 'I-VP', 'O')
The more genomes of various organisms are revealed, from complete sequencing, the more insights we gain into the sequences themselves.
('The', 'The', 'DT', 'B-NP', 'O')
('more', 'more', 'JJR', 'I-NP', 'O')
('genomes', 'genome', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('organisms', 'organism', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('revealed,', 'revealed,', 'NN', 'B-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('complete', 'complete', 'JJ', 'B-NP', 'O')
('sequencing,', 'sequencing,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('more', 'more', 'RBR', 'I-NP', 'O')
('insights', 'insight', 'NNS', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('gain', 'gain', 'VBP', 'B-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('themselves.', 'themselves.', 'PRP', 'B-NP', 'O')
These include: the orga­ nization of genomes, the structure of genes and regulatory elements, and the conservation of gene order in evolution (Dandekar et al., 1998).
('These', 'These', 'DT', 'B-NP', 'O')
('include:', 'include:', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('orga\xad', 'orga\xad', 'NN', 'I-NP', 'O')
('nization', 'nization', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genomes,', 'genomes,', 'NN', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes', 'gene', 'NNS', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('regulatory', 'regulatory', 'JJ', 'B-NP', 'O')
('elements,', 'elements,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('conservation', 'conservation', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('order', 'order', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('evolution', 'evolution', 'NN', 'B-NP', 'O')
('(Dandekar', '(Dandekar', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('1998).', '1998).', 'CD', 'B-NP', 'O')
The genome rearrangement in living organism is a progressive form of evolution, where genomes are constantly rearranged and shuffled (Von Mering and Bork, 2002).
('The', 'The', 'DT', 'B-NP', 'O')
('genome', 'genome', 'NN', 'I-NP', 'O')
('rearrangement', 'rearrangement', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('living', 'live', 'VBG', 'B-VP', 'O')
('organism', 'organism', 'NN', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('progressive', 'progressive', 'JJ', 'I-NP', 'O')
('form', 'form', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('evolution,', 'evolution,', 'NN', 'B-NP', 'B-DNA')
('where', 'where', 'WRB', 'B-ADVP', 'I-DNA')
('genomes', 'genome', 'NNS', 'B-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('constantly', 'constantly', 'RB', 'I-VP', 'O')
('rearranged', 'rearrange', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('shuffled', 'shuffle', 'VBD', 'B-VP', 'O')
('(Von', '(Von', 'NNP', 'B-NP', 'O')
('Mering', 'Mering', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Bork,', 'Bork,', 'NNP', 'B-NP', 'O')
('2002).', '2002).', 'CD', 'I-NP', 'O')
In bacterial genomes, the strength of genomic associations correlates with the strength of the functional associations between the genes.
('In', 'In', 'IN', 'B-PP', 'O')
('bacterial', 'bacterial', 'JJ', 'B-NP', 'O')
('genomes,', 'genomes,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strength', 'strength', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genomic', 'genomic', 'JJ', 'B-NP', 'O')
('associations', 'association', 'NNS', 'I-NP', 'O')
('correlates', 'correlate', 'VBZ', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('strength', 'strength', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('functional', 'functional', 'JJ', 'I-NP', 'O')
('associations', 'association', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes.', 'genes.', 'NN', 'I-NP', 'O')
Several reports have suggested that genomic associations reflect functional association between their proteins (Dandekar, 1998; Enright et al., 1999; Marcotte eta/., 1999; Pellegrini et al., 1999; Overbeek eta/., 1999; Huynen et al., 2000; Yanai et al., 2001).
('Several', 'Several', 'JJ', 'B-NP', 'O')
('reports', 'report', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('suggested', 'suggest', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('genomic', 'genomic', 'JJ', 'B-NP', 'O')
('associations', 'association', 'NNS', 'I-NP', 'O')
('reflect', 'reflect', 'VBP', 'B-VP', 'O')
('functional', 'functional', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('proteins', 'protein', 'NNS', 'I-NP', 'O')
('(Dandekar,', '(Dandekar,', 'NNP', 'B-NP', 'O')
('1998;', '1998;', 'CD', 'I-NP', 'O')
('Enright', 'Enright', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', ':', 'O', 'O')
('Marcotte', 'Marcotte', 'NNP', 'B-NP', 'O')
('eta/.,', 'eta/.,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', ':', 'O', 'O')
('Pellegrini', 'Pellegrini', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', ':', 'O', 'O')
('Overbeek', 'Overbeek', 'NNP', 'B-NP', 'O')
('eta/.,', 'eta/.,', 'NNP', 'I-NP', 'O')
('1999;', '1999;', ':', 'O', 'O')
('Huynen', 'Huynen', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'VBD', 'B-VP', 'O')
('2000;', '2000;', ':', 'O', 'O')
('Yanai', 'Yanai', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2001).', '2001).', 'CD', 'B-NP', 'O')
In addition, Snel et al.
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'IN', 'B-PP', 'O')
('Snel', 'Snel', 'NNP', 'B-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.', 'al.', 'FW', 'I-NP', 'O')
(2002) obtained a protein interaction network by combining the pairwise interactions between proteins, predicted from the conserved co-occurrence of their genes in operons (Snel et al., 2002).
('(2002)', '(2002)', 'LS', 'B-LST', 'O')
('obtained', 'obtain', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('protein', 'protein', 'NN', 'I-NP', 'O')
('interaction', 'interaction', 'NN', 'I-NP', 'O')
('network', 'network', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('combining', 'combine', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('pairwise', 'pairwise', 'JJ', 'I-NP', 'O')
('interactions', 'interaction', 'NNS', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('proteins,', 'proteins,', 'NN', 'B-NP', 'O')
('predicted', 'predict', 'VBN', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('conserved', 'conserve', 'VBN', 'I-NP', 'O')
('co-occurrence', 'co-occurrence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('operons', 'operon', 'NNS', 'B-NP', 'O')
('(Snel', '(Snel', 'NNP', 'B-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
The genomes of higher-order eukaryotes, like animals, plants and fungi, seem to be relatively disor­ ganized, with the average gene generally assumed to be independent of its neighbors, with only a few exceptions, such as repeats of similar sequences caused by gene duplications, and a limited number of ancient gene clusters containing functionally related genes (Von Mering and Bork, 2002).
('The', 'The', 'DT', 'B-NP', 'O')
('genomes', 'genome', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('higher-order', 'higher-ord', 'JJR', 'B-NP', 'O')
('eukaryotes,', 'eukaryotes,', 'NN', 'I-NP', 'O')
('like', 'like', 'IN', 'B-PP', 'O')
('animals,', 'animals,', 'NN', 'B-NP', 'O')
('plants', 'plant', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('fungi,', 'fungi,', 'NNS', 'B-NP', 'O')
('seem', 'seem', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('relatively', 'relatively', 'RB', 'B-NP', 'O')
('disor\xad', 'disor\xad', 'JJ', 'I-NP', 'O')
('ganized,', 'ganized,', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('average', 'average', 'JJ', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('generally', 'generally', 'RB', 'B-VP', 'O')
('assumed', 'assume', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('independent', 'independent', 'JJ', 'B-ADJP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('neighbors,', 'neighbors,', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('a', 'a', 'DT', 'I-NP', 'O')
('few', 'few', 'JJ', 'I-NP', 'O')
('exceptions,', 'exceptions,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('repeats', 'repeat', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('similar', 'similar', 'JJ', 'B-NP', 'O')
('sequences', 'sequence', 'NNS', 'I-NP', 'O')
('caused', 'cause', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('duplications,', 'duplications,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('limited', 'limit', 'VBN', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('ancient', 'ancient', 'JJ', 'B-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('clusters', 'cluster', 'NNS', 'I-NP', 'O')
('containing', 'contain', 'VBG', 'B-VP', 'O')
('functionally', 'functionally', 'RB', 'B-NP', 'O')
('related', 'relate', 'VBN', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('(Von', '(Von', 'NNP', 'I-NP', 'O')
('Mering', 'Mering', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Bork,', 'Bork,', 'NNP', 'I-NP', 'O')
('2002).', '2002).', 'CD', 'I-NP', 'O')
However, it has been revealed that neigh­ boring genes are occasionally assembled into regulatory units, called operons, in the nematode (Blumental et al., 2002).
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('revealed', 'reveal', 'VBN', 'I-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('neigh\xad', 'neigh\xad', 'NN', 'B-NP', 'B-DNA')
('boring', 'boring', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('are', 'be', 'VBP', 'B-VP', 'O')
('occasionally', 'occasionally', 'RB', 'I-VP', 'O')
('assembled', 'assemble', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('regulatory', 'regulatory', 'JJ', 'B-NP', 'O')
('units,', 'units,', 'NN', 'I-NP', 'O')
('called', 'call', 'VBN', 'B-VP', 'O')
('operons,', 'operons,', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('nematode', 'nematode', 'NN', 'I-NP', 'O')
('(Blumental', '(Blumental', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
The estimated proportion of genes, expressed as a part of operon, in Caenorhabditis elegans was 13-15% (Blumental et al., 2002).
('The', 'The', 'DT', 'B-NP', 'O')
('estimated', 'estimate', 'VBN', 'I-NP', 'O')
('proportion', 'proportion', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes,', 'genes,', 'NN', 'B-NP', 'O')
('expressed', 'express', 'VBN', 'B-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('operon,', 'operon,', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Caenorhabditis', 'Caenorhabditis', 'NN', 'B-NP', 'O')
('elegans', 'elegan', 'NNS', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('13-15%', '13-15%', 'JJ', 'B-NP', 'O')
('(Blumental', '(Blumental', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2002).', '2002).', 'CD', 'B-NP', 'O')
In addition, correlation between transcriptome and protein-protein interactions was mapped for Saccharomyces cerevisiae, with genes from the same functional cluster showing a higher protein interaction density (Ge et al., 2001).
('In', 'In', 'IN', 'B-PP', 'O')
('addition,', 'addition,', 'NN', 'B-NP', 'O')
('correlation', 'correlation', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
