KARE Genomewide Association Study of Blood Pressure Using Imputed SNPs.
('KARE', 'KARE', 'NNP', 'B-NP', 'O')
('fine', 'fine', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('peak,', 'peak,', 'NN', 'I-NP', 'O')
('facilitating', 'facilitate', 'VBG', 'B-VP', 'O')
('interpretation', 'interpretation', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('location', 'location', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('causal', 'causal', 'JJ', 'B-NP', 'O')
('polymorphisms.', 'polymorphisms.', 'NNS', 'I-NP', 'O')
In this study, we applied the imputation method to a genomewide association study and recapitulated the previously associated gene loci of blood pressure traits in Korean cohorts.
('In', 'In', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('applied', 'apply', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputation', 'imputation', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('recapitulated', 'recapitulate', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('previously', 'previously', 'RB', 'I-NP', 'O')
('associated', 'associate', 'VBN', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('loci', 'locus', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('traits', 'trait', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'O')
('cohorts.', 'cohorts.', 'NNS', 'I-NP', 'O')
A total of 1,827,004 SNPs were imputed by the IMPUTE program, and we conducted a genomewide association study for systolic and diastolic blood pressure.
('A', 'A', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1,827,004', '1,827,004', 'CD', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('imputed', 'impute', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('IMPUTE', 'IMPUTE', 'NNP', 'I-NP', 'O')
('program,', 'program,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('conducted', 'conduct', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('systolic', 'systolic', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('diastolic', 'diastolic', 'JJ', 'I-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure.', 'pressure.', 'NN', 'I-NP', 'O')
While no SNPs passed the Bonferroni correction p-value (p=2.74×10−8 for 1,827,004 SNPs), 12 novel loci for systolic blood pressure and 16 novel loci for diastolic blood pressure were detected by imputed SNPs, with 10−5＜p-value＜10−4.
('While', 'While', 'IN', 'B-SBAR', 'O')
('no', 'no', 'DT', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'B-protein')
('passed', 'pass', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Bonferroni', 'Bonferroni', 'NNP', 'I-NP', 'O')
('correction', 'correction', 'NN', 'I-NP', 'O')
('p-value', 'p-value', 'NN', 'I-NP', 'O')
('(p=2.74×10−8', '(p=2.74×10−8', 'CD', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('1,827,004', '1,827,004', 'CD', 'B-NP', 'B-DNA')
('SNPs),', 'SNPs),', 'NN', 'I-NP', 'I-DNA')
('12', '12', 'CD', 'B-NP', 'I-DNA')
('novel', 'novel', 'JJ', 'I-NP', 'I-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('systolic', 'systolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('16', '16', 'CD', 'B-NP', 'O')
('novel', 'novel', 'JJ', 'I-NP', 'O')
('loci', 'locus', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('detected', 'detect', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('imputed', 'impute', 'VBN', 'B-NP', 'O')
('SNPs,', 'SNPs,', 'NN', 'I-NP', 'B-protein')
('with', 'with', 'IN', 'B-PP', 'O')
('10−5＜p-value＜10−4.', '10−5＜p-value＜10−4.', 'CD', 'B-NP', 'O')
Moreover, 7 regions (ATP2B1, 10p15.1, ARHGEF12, ALX4, LIPC, 7q31.1, and TCF7L2) out of 14 genetic loci that were previously reported revealed that the imputed SNPs had lower p-values than those of genotyped SNPs.
('Moreover,', 'Moreover,', 'JJR', 'B-NP', 'O')
('7', '7', 'CD', 'I-NP', 'O')
('regions', 'region', 'NNS', 'I-NP', 'O')
('(ATP2B1,', '(ATP2B1,', 'NN', 'I-NP', 'O')
('10p15.1,', '10p15.1,', 'CD', 'I-NP', 'O')
('ARHGEF12,', 'ARHGEF12,', 'NNP', 'I-NP', 'O')
('ALX4,', 'ALX4,', 'NNP', 'I-NP', 'O')
('LIPC,', 'LIPC,', 'NNP', 'I-NP', 'O')
('7q31.1,', '7q31.1,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('TCF7L2)', 'TCF7L2)', 'NN', 'I-NP', 'O')
('out', 'out', 'IN', 'B-PP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('14', '14', 'CD', 'B-NP', 'B-DNA')
('genetic', 'genetic', 'JJ', 'I-NP', 'I-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('that', 'that', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('previously', 'previously', 'RB', 'I-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('revealed', 'reveal', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputed', 'impute', 'VBN', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('had', 'have', 'VBD', 'B-VP', 'O')
('lower', 'low', 'JJR', 'B-NP', 'O')
('p-values', 'p-value', 'NNS', 'I-NP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genotyped', 'genotype', 'VBN', 'B-NP', 'O')
('SNPs.', 'SNPs.', 'NN', 'I-NP', 'O')
Moreover, a nonsynonymous SNP in the CSMD1 gene, one of the 14 genes, was found to be associated with systolic blood pressure (p＜0.05).
('Moreover,', 'Moreover,', 'JJR', 'B-NP', 'O')
('a', 'a', 'DT', 'I-NP', 'O')
('nonsynonymous', 'nonsynonymous', 'JJ', 'I-NP', 'O')
('SNP', 'SNP', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('CSMD1', 'CSMD1', 'NN', 'I-NP', 'O')
('gene,', 'gene,', 'NN', 'I-NP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('14', '14', 'CD', 'I-NP', 'O')
('genes,', 'genes,', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('found', 'find', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('associated', 'associate', 'VBN', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('systolic', 'systolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(p＜0.05).', '(p＜0.05).', '.', 'O', 'O')
These results suggest that the imputation method can facilitate the discovery of novel SNPs as well as enhance the fine structure of the association peak in the loci.
('These', 'These', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('suggest', 'suggest', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputation', 'imputation', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('facilitate', 'facilitate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('discovery', 'discovery', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('novel', 'novel', 'JJ', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'B-protein')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('enhance', 'enhance', 'VB', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fine', 'fine', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('peak', 'peak', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('loci.', 'loci.', 'NN', 'I-NP', 'O')
The human genome contains ~10 million single nucleotide polymorphisms (SNPs), but only a small fraction of them has been assayed using current highdensity microarrays, such as Illumina and Affymetrix platforms.
('The', 'The', 'DT', 'B-NP', 'O')
('human', 'human', 'JJ', 'I-NP', 'B-DNA')
('genome', 'genome', 'NN', 'I-NP', 'I-DNA')
('contains', 'contain', 'VBZ', 'B-VP', 'O')
('~10', '~10', 'CD', 'B-NP', 'O')
('million', 'million', 'CD', 'I-NP', 'O')
('single', 'single', 'JJ', 'I-NP', 'O')
('nucleotide', 'nucleotide', 'NN', 'I-NP', 'O')
('polymorphisms', 'polymorphism', 'NNS', 'I-NP', 'O')
('(SNPs),', '(SNPs),', 'NN', 'I-NP', 'B-protein')
('but', 'but', 'CC', 'O', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('a', 'a', 'DT', 'I-NP', 'O')
('small', 'small', 'JJ', 'I-NP', 'O')
('fraction', 'fraction', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('been', 'be', 'VBN', 'I-VP', 'O')
('assayed', 'assay', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('current', 'current', 'JJ', 'B-NP', 'O')
('highdensity', 'highdensity', 'NN', 'I-NP', 'O')
('microarrays,', 'microarrays,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('Illumina', 'Illumina', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Affymetrix', 'Affymetrix', 'NNP', 'I-NP', 'O')
('platforms.', 'platforms.', 'NN', 'I-NP', 'O')
To enhance an original association study, the genotypes of untyped SNPs can be imputed based on nearby markers and can be tested for association with phenotypes of interest.
('To', 'To', 'TO', 'B-VP', 'O')
('enhance', 'enhance', 'VB', 'I-VP', 'O')
('an', 'an', 'DT', 'B-NP', 'O')
('original', 'original', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study,', 'study,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genotypes', 'genotype', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('untyped', 'untyped', 'JJ', 'B-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('imputed', 'impute', 'VBN', 'I-VP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('nearby', 'nearby', 'JJ', 'B-NP', 'O')
('markers', 'marker', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('tested', 'test', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('association', 'association', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('phenotypes', 'phenotype', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interest.', 'interest.', 'NN', 'B-NP', 'O')
This strategy enables researchers to easily replicate and compare previous findings across array types and enables them to test a large number of SNPs to reveal the fine structure of the association peak, facilitating interpretation of the results and the location of causal polymorphisms (Hao et al., 2009).
('This', 'This', 'DT', 'B-NP', 'O')
('strategy', 'strategy', 'NN', 'I-NP', 'O')
('enables', 'enable', 'VBZ', 'B-VP', 'O')
('researchers', 'researcher', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('easily', 'easily', 'RB', 'I-VP', 'O')
('replicate', 'replicate', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('compare', 'compare', 'VB', 'I-VP', 'O')
('previous', 'previous', 'JJ', 'B-NP', 'O')
('findings', 'finding', 'NNS', 'I-NP', 'O')
('across', 'across', 'IN', 'B-PP', 'O')
('array', 'array', 'NN', 'B-NP', 'O')
('types', 'type', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('enables', 'enable', 'VBZ', 'B-VP', 'O')
('them', 'them', 'PRP', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('test', 'test', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('large', 'large', 'JJ', 'I-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('SNPs', 'SNP', 'NNS', 'B-NP', 'B-protein')
('to', 'to', 'TO', 'B-VP', 'O')
('reveal', 'reveal', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('fine', 'fine', 'JJ', 'I-NP', 'O')
('structure', 'structure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('peak,', 'peak,', 'NN', 'I-NP', 'O')
('facilitating', 'facilitate', 'VBG', 'B-VP', 'O')
('interpretation', 'interpretation', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('location', 'location', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('causal', 'causal', 'JJ', 'B-NP', 'O')
('polymorphisms', 'polymorphism', 'NNS', 'I-NP', 'O')
('(Hao', '(Hao', 'NNP', 'I-NP', 'O')
('et', 'et', 'NN', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
By using the imputed SNPs, Tobin and colleagues identified a significant association of the WNT1 gene with diastolic blood pressure, and Knouff and colleagues identified a significant association between the CETP gene and diastolic blood pressure (Knouff et al., 2008; Tobin et al., 2008).
('By', 'By', 'IN', 'B-PP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('imputed', 'impute', 'VBN', 'I-NP', 'O')
('SNPs,', 'SNPs,', 'NNP', 'I-NP', 'O')
('Tobin', 'Tobin', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colleagues', 'colleague', 'NNS', 'B-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('WNT1', 'WNT1', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('with', 'with', 'IN', 'B-PP', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure,', 'pressure,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Knouff', 'Knouff', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('colleagues', 'colleague', 'NNS', 'I-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('CETP', 'CETP', 'NN', 'I-NP', 'B-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('diastolic', 'diastolic', 'JJ', 'B-NP', 'O')
('blood', 'blood', 'NN', 'I-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(Knouff', '(Knouff', 'NNP', 'I-NP', 'O')
('et', 'et', 'FW', 'I-NP', 'O')
('al.,', 'al.,', 'FW', 'I-NP', 'O')
('2008;', '2008;', ':', 'O', 'O')
('Tobin', 'Tobin', 'NNP', 'B-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2008).', '2008).', 'CD', 'B-NP', 'O')
The first genomewide association study for large cohorts in Korea was conducted by the Korea National Institute of Health (KNIH) and reported associations with 8 quantitative traits, including blood pressure (Cho et al., 2009).
('The', 'The', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'O')
('genomewide', 'genomewide', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('large', 'large', 'JJ', 'B-NP', 'O')
('cohorts', 'cohort', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korea', 'Korea', 'NN', 'B-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('conducted', 'conduct', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Korea', 'Korea', 'NNP', 'I-NP', 'O')
('National', 'National', 'NNP', 'I-NP', 'O')
('Institute', 'Institute', 'NNP', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('Health', 'Health', 'NNP', 'B-NP', 'O')
('(KNIH)', '(KNIH)', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('reported', 'report', 'VBD', 'B-VP', 'O')
('associations', 'association', 'NNS', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('8', '8', 'CD', 'B-NP', 'O')
('quantitative', 'quantitative', 'JJ', 'I-NP', 'O')
('traits,', 'traits,', 'NN', 'I-NP', 'O')
('including', 'include', 'VBG', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
('(Cho', '(Cho', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', 'IN', 'B-PP', 'O')
('2009).', '2009).', 'CD', 'B-NP', 'O')
The Korean GWAS suggested a total of 14 loci for blood pressure, 2 (ATP2B1 and 10 p15.1) of which were significant association loci (pvalue＜10−5); the remaining 12 (ARHGEF12, CSMD1, ARSG, SGSM1, GJA8, ALX4, 2q31.1, 15q22.1, LIPC, CSK, 7q21.13, 7q31.1, 10q25.2) were suggestive loci (10−5＜pvalue＜10−4).
('The', 'The', 'DT', 'B-NP', 'O')
('Korean', 'Korean', 'JJ', 'I-NP', 'O')
('GWAS', 'GWAS', 'NN', 'I-NP', 'O')
('suggested', 'suggest', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('14', '14', 'CD', 'B-NP', 'B-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('for', 'for', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure,', 'pressure,', 'NN', 'I-NP', 'O')
('2', '2', 'CD', 'I-NP', 'O')
('(ATP2B1', '(ATP2B1', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('10', '10', 'CD', 'B-NP', 'O')
('p15.1)', 'p15.1)', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('significant', 'significant', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('loci', 'locus', 'NNS', 'I-NP', 'O')
('(pvalue＜10−5);', '(pvalue＜10−5);', ':', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('remaining', 'remain', 'VBG', 'I-NP', 'O')
('12', '12', 'CD', 'I-NP', 'O')
('(ARHGEF12,', '(ARHGEF12,', 'NNP', 'I-NP', 'O')
('CSMD1,', 'CSMD1,', 'NNP', 'I-NP', 'O')
('ARSG,', 'ARSG,', 'NNP', 'I-NP', 'O')
('SGSM1,', 'SGSM1,', 'NNP', 'I-NP', 'O')
('GJA8,', 'GJA8,', 'NNP', 'I-NP', 'O')
('ALX4,', 'ALX4,', 'NNP', 'I-NP', 'O')
('2q31.1,', '2q31.1,', 'NN', 'I-NP', 'O')
('15q22.1,', '15q22.1,', 'VBD', 'B-VP', 'O')
('LIPC,', 'LIPC,', 'NNP', 'B-NP', 'O')
('CSK,', 'CSK,', 'NNP', 'I-NP', 'O')
('7q21.13,', '7q21.13,', 'VBD', 'B-VP', 'O')
('7q31.1,', '7q31.1,', 'NN', 'B-NP', 'B-DNA')
('10q25.2)', '10q25.2)', 'CD', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'I-DNA')
('suggestive', 'suggestive', 'JJ', 'B-NP', 'I-DNA')
('loci', 'locus', 'NNS', 'I-NP', 'I-DNA')
('(10−5＜pvalue＜10−4).', '(10−5＜pvalue＜10−4).', 'LS', 'O', 'O')
To enhance the original association study, a total of 1,827,004 imputed SNPs were reanalyzed for their association with blood pressure in this study.
('To', 'To', 'TO', 'B-VP', 'O')
('enhance', 'enhance', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('original', 'original', 'JJ', 'I-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('study,', 'study,', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('total', 'total', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1,827,004', '1,827,004', 'CD', 'B-NP', 'O')
('imputed', 'imputed', 'JJ', 'I-NP', 'O')
('SNPs', 'SNP', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('reanalyzed', 'reanalyze', 'VBN', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('blood', 'blood', 'NN', 'B-NP', 'O')
('pressure', 'pressure', 'NN', 'I-NP', 'O')
